Concentración ingrediente activo (%),ID_Articulo,Tipo_Articulo,Tienda_Local,Año_Establecimiento,ID_Tienda,Ubicación_Tienda,Tamaño_Tienda,Tipo_Tienda,Visibilidad_Articulo,Peso_articulo,Ventas,Calificacion,Nombre_Producto,Precio_soles
1.13,FDX61693,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0985962,1,441,4.6,kéfir de agua de manzana 1 L,14
0.58,FDX71268,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0833549,50,40,2.1,agua de rosas 50 ml,15
3.43,FDX88411,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02857791,10,361,1.6,óleo aromático de molle 10 ml,15
1.7,FDX39402,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06376718,330,267,3.5,kéfir de agua de manzana 330 ml,7
4.61,FDX45737,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04639434,30,189,3.1,aceite de almendras 30 ml,20
4.81,FDX71120,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01745188,30,291,4.1,aceite de jojoba 30 ml,20
4.27,FDX99599,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09239623,20,186,2.2,bálsamo amazónico de noche 20 g,20
2.28,FDX78247,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09431468,50,68,2.9,tónico egipcio 50 ml,20
1.23,FDX41987,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01462832,30,445,4.8,aceite de pepita de uva 30 ml,22
3.3,FDX11524,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04099454,120,295,3.9,jabón de lavanda 120 g,13
3.6,FDX65337,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05137134,1,290,4.3,kéfir de agua de manzana 1 L,14
3.63,FDX95469,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01047284,25,11,2.4,exfoliante de rostro con arroz amazónico 25 g,12
4.63,FDX45772,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08110122,120,56,2.8,jabón de arcilla verde 120 g,13
2.94,FDX10338,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07590024,30,80,3.6,pulsera de palo santo,15
4.57,FDX87454,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07238577,10,488,4.8,óleo aromático de palo santo 10 ml,20
3.15,FDX22182,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06002259,95,249,2.3,pulsera de palo santo,15
3.79,FDX21122,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09319566,10,497,2.7,óleo aromático de menta piperita 10 ml,20
3.85,FDX61571,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08600945,20,401,3.1,bálsamo amazónico de noche 20 g,20
3.43,FDX62375,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0307008,30,187,2.9,aceite de manzanilla 30 ml,30
2.89,FDX30662,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04640369,120,38,2.3,jabón de sangre de grado 120 g,13
4.06,FDX17564,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06633022,3,15,2.7,3 piezas de madera de palo santo,8
0.61,FDX62393,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09913072,120,250,4.5,jabón de arcilla verde 120 g,13
4.73,FDX79346,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01630267,10,301,2.4,óleo aromático de hierba luisa 10 ml,15
0.67,FDX72187,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06647549,3,439,2.1,3 piezas de madera de palo santo,8
2.01,FDX22676,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07590446,10,176,1.4,óleo aromático de árbol del te 10 ml,20
1.83,FDX50600,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03495391,10,436,5.0,óleo aromático de romero 10 ml,15
2.26,FDX84691,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02964285,10,292,4.1,óleo aromático de matico 10 ml,15
2.38,FDX66638,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09502588,120,10,4.6,jabón de lavanda 120 g,13
3.85,FDX72211,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03085045,50,147,4.4,agua de rosas 50 ml,15
0.71,FDX92856,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02677944,90,258,4.3,jabón saponificado de manzanilla 90 g,13
3.33,FDX76262,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08954073,120,98,3.4,jabón de copaiba y árbol del te 120 g,13
1.67,FDX94386,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07824146,3,61,5.0,3 piezas de madera de palo santo,8
1.51,FDX17287,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07730844,120,88,3.4,jabón de sangre de grado 120 g,13
0.91,FDX93560,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04520528,10,122,1.5,óleo aromático de romero 10 ml,15
4.8,FDX35931,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01318801,10,462,3.6,óleo aromático de matico 10 ml,15
0.89,FDX35559,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03273842,120,37,2.0,jabón de copaiba y árbol del te 120 g,13
2.9,FDX19903,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07149329,120,452,5.0,jabón de copaiba y árbol del te 120 g,13
2.66,FDX12396,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09158623,76,55,3.6,sahumerio de plantas medicinales,10
4.39,FDX96231,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08176834,120,167,2.0,jabón de caléndula 120 g,13
2.0,FDX61756,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07277243,51,355,3.5,incienso de palo santo,12
1.21,FDX58874,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09651838,14,248,1.1,mascarilla de carbón activado 14 g,10
1.08,FDX32890,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03057626,330,38,1.6,kombucha de maracuyá 330 ml,7
4.24,FDX43062,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02738196,30,12,3.5,aceite de pepita de uva 30 ml,22
3.34,FDX41966,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04390258,3,447,3.2,3 piezas de madera de palo santo,8
3.92,FDX39257,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04890167,50,481,2.4,tónico egipcio 50 ml,20
0.96,FDX23507,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02563781,10,483,1.3,óleo aromático de menta piperita 10 ml,20
3.97,FDX73888,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06239534,330,192,1.2,kéfir de agua de manzana 330 ml,7
4.96,FDX34860,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05013625,10,250,1.5,óleo aromático de naranja dulce 10 ml,15
0.6,FDX17813,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04346502,10,415,4.1,óleo aromático de eucalipto 10 ml,15
1.22,FDX23025,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09974121,330,464,1.4,kombucha de maracuyá 330 ml,7
3.62,FDX33411,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08559524,90,174,3.7,jabón saponificado de cacao 90 g,13
1.73,FDX54413,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02359521,1,91,3.9,kombucha de jamaica 1 L,14
3.37,FDX58901,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07840847,78,386,2.2,pulsera de palo santo,15
1.46,FDX36431,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08813105,14,279,2.5,mascarilla de carbón activado 14 g,10
2.63,FDX31563,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0266973,10,144,1.4,óleo aromático de menta piperita 10 ml,20
4.3,FDX40707,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01160757,100,348,1.5,aceite de almendras 100 ml,40
4.85,FDX25251,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08168836,1,152,1.0,kombucha de kión con espirulina 1 L,14
3.23,FDX61027,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04872753,30,165,1.9,aceite de almendras 30 ml,20
1.71,FDX64615,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04899221,1,63,2.8,kombucha de jamaica 1 L,14
0.83,FDX40015,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04559906,100,494,3.4,aceite de almendras 100 ml,40
3.63,FDX74288,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09573838,30,424,1.2,aceite de aguaje 30 ml,30
0.97,FDX53408,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01925132,1,45,1.6,kombucha de jamaica 1 L,14
3.66,FDX84441,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07982243,10,241,2.3,óleo aromático de palo santo 10 ml,20
0.9,FDX55004,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01742577,30,76,1.3,aceite de jojoba 30 ml,20
4.9,FDX60861,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07238745,1,142,1.8,kombucha de jamaica 1 L,14
4.78,FDX67660,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07358282,120,389,3.4,jabón de arcilla verde 120 g,13
3.69,FDX36289,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06627742,10,83,2.4,óleo aromático de matico 10 ml,15
4.53,FDX76435,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06377283,30,21,2.8,aceite de almendras 30 ml,20
1.24,FDX46877,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0173467,120,11,2.0,jabón de sangre de grado 120 g,13
4.42,FDX36745,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03961157,10,237,2.3,óleo aromático de hierba luisa 10 ml,15
4.05,FDX80326,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01392955,100,299,3.2,aceite de almendras 100 ml,40
1.53,FDX12920,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05439492,10,411,1.8,óleo aromático de naranja dulce 10 ml,15
0.82,FDX65230,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02832205,50,390,2.9,tónico egipcio 50 ml,20
3.77,FDX10956,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08616208,120,292,2.4,jabón de aguaje 120 g,13
2.77,FDX90818,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06208079,120,419,1.1,jabón de arcilla verde 120 g,13
4.43,FDX36017,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08136605,50,294,2.1,agua de rosas 50 ml,15
3.3,FDX94878,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03122129,10,281,3.9,óleo aromático de eucalipto 10 ml,15
1.57,FDX98397,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05613537,46,324,1.3,incienso de palo santo,12
2.32,FDX80135,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06214734,90,83,3.4,jabón saponificado de cacao 90 g,13
2.26,FDX77649,otros,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08721876,75,260,2.3,repelente de hierba luisa 75 ml,16
1.09,FDX22588,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03133251,120,286,1.9,jabón de caléndula 120 g,13
2.52,FDX86619,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0845995,120,256,2.8,jabón de sangre de grado 120 g,13
4.77,FDX92495,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04233257,100,283,1.1,aceite de almendras 100 ml,40
2.9,FDX19847,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08251031,25,155,4.5,exfoliante de rostro con arroz amazónico 25 g,12
2.93,FDX44707,otros,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03427747,75,129,1.5,repelente de hierba luisa 75 ml,16
0.73,FDX90896,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02098989,25,197,1.7,exfoliante de rostro con arroz amazónico 25 g,12
2.78,FDX43997,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07193871,120,275,4.9,jabón de copaiba y árbol del te 120 g,13
0.52,FDX55272,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06752079,1,184,3.3,kombucha de kión con espirulina 1 L,14
2.7,FDX89141,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02256861,54,307,3.8,pulsera de palo santo,15
3.53,FDX20225,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02695142,90,263,1.6,jabón saponificado de eucalipto 90 g,13
4.84,FDX58320,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08543038,14,217,2.5,mascarilla de carbón activado 14 g,10
1.6,FDX34089,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08820145,120,231,4.1,jabón de aguaje 120 g,13
3.6,FDX41890,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09467878,330,141,2.6,kéfir de agua de manzana 330 ml,7
0.98,FDX46059,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02433587,120,191,1.2,jabón de copaiba y árbol del te 120 g,13
2.33,FDX82460,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08041469,10,76,2.2,óleo aromático de matico 10 ml,15
3.43,FDX39165,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09331073,10,18,4.2,óleo aromático de lavanda 10 ml,20
4.09,FDX35426,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08820106,10,128,1.5,óleo aromático de naranja dulce 10 ml,15
1.98,FDX99152,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04298154,30,198,3.3,aceite de almendras 30 ml,20
2.97,FDX93360,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03137897,10,496,2.8,óleo aromático de palo rosa 10 ml,25
3.14,FDX86743,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07013915,14,329,4.0,mascarilla de carbón activado 14 g,10
2.94,FDX16471,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05671736,10,453,4.7,óleo aromático de matico 10 ml,15
0.99,FDX31636,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04589405,20,292,2.0,bálsamo amazónico de noche 20 g,20
3.94,FDX91709,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07463108,30,378,3.1,aceite de pepita de uva 30 ml,22
0.53,FDX69182,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01641522,1,398,2.0,kombucha de maracuyá 1 L,14
0.77,FDX88612,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05312649,10,274,1.4,óleo aromático de lavanda 10 ml,20
1.78,FDX46378,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09366453,10,155,3.2,aceite de copaiba 10 ml,12
3.25,FDX22289,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03453616,10,131,4.3,óleo aromático de palo santo 10 ml,20
1.05,FDX54139,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02632945,120,396,1.7,jabón de aguaje 120 g,13
1.33,FDX34611,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04820747,3,373,4.2,3 piezas de madera de palo santo,8
0.7,FDX23673,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02010739,100,140,3.4,aceite de jojoba 100 ml,40
1.53,FDX47384,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06819453,1,471,2.6,kombucha de maracuyá 1 L,14
1.57,FDX44084,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03718545,90,151,4.3,jabón saponificado de eucalipto 90 g,13
4.14,FDX91571,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02347336,30,438,3.3,aceite de manzanilla 30 ml,30
3.82,FDX27633,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05256028,30,464,1.7,pulsera de palo santo,15
3.23,FDX33711,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06741647,25,456,2.6,exfoliante de rostro con arroz amazónico 25 g,12
1.74,FDX14358,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07256301,1,322,2.8,kéfir de agua de manzana 1 L,14
3.62,FDX72438,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0406981,30,301,1.4,aceite de manzanilla 30 ml,30
4.57,FDX49532,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01714774,1,231,3.6,kombucha de muña 1 L,14
2.31,FDX64624,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03039908,30,424,3.5,aceite de pepita de uva 30 ml,22
4.24,FDX80587,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08203209,10,26,3.6,óleo aromático de hierba luisa 10 ml,15
3.56,FDX55113,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03997017,100,325,1.2,aceite de almendras 100 ml,40
2.13,FDX19686,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05186851,120,263,3.3,jabón de arcilla verde 120 g,13
1.29,FDX20526,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0779354,30,310,3.1,aceite de pepita de uva 30 ml,22
4.2,FDX78619,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04128144,120,395,4.9,jabón de aguaje 120 g,13
1.04,FDX65922,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02371744,120,4,3.9,jabón de sangre de grado 120 g,13
4.29,FDX23395,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06612271,120,465,4.2,jabón de arcilla verde 120 g,13
3.24,FDX20699,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08038253,30,225,1.3,aceite de aguaje 30 ml,30
1.52,FDX94328,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01788785,30,474,2.0,aceite de pepita de uva 30 ml,22
4.21,FDX52685,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05024823,100,195,4.5,aceite de jojoba 100 ml,40
4.04,FDX20382,otros,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09929422,75,100,2.6,repelente de hierba luisa 75 ml,16
1.02,FDX35169,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0665155,10,157,4.5,óleo aromático de eucalipto 10 ml,15
4.06,FDX50461,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01728274,120,404,1.1,jabón de aguaje 120 g,13
1.51,FDX82909,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09780492,330,255,4.7,kéfir de agua de manzana 330 ml,7
2.66,FDX39984,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09304815,30,269,1.6,aceite de jojoba 30 ml,20
1.93,FDX45298,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04587967,10,24,3.7,óleo aromático de palo santo 10 ml,20
0.62,FDX26920,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03092962,50,172,3.2,agua de rosas 50 ml,15
1.9,FDX43613,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08884947,30,476,1.4,aceite de aguaje 30 ml,30
0.58,FDX70545,otros,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0685181,75,466,2.5,repelente de hierba luisa 75 ml,16
1.36,FDX65677,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09953797,120,252,3.5,jabón de copaiba y árbol del te 120 g,13
2.44,FDX54936,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02280244,10,328,4.1,óleo aromático de menta piperita 10 ml,20
1.3,FDX33291,cabello,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06562465,50,259,5.0,shampoo sólido de sangre de grado 50 g,28
3.27,FDX51779,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02563773,10,419,3.1,óleo aromático de molle 10 ml,15
1.09,FDX42371,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04643186,30,255,1.8,aceite de manzanilla 30 ml,30
2.36,FDX41174,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07602529,30,85,4.9,aceite de almendras 30 ml,20
2.38,FDX83294,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06239334,30,470,1.5,aceite de jojoba 30 ml,20
1.47,FDX32740,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0850873,30,492,4.9,aceite de manzanilla 30 ml,30
4.82,FDX10163,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04342677,10,496,3.2,óleo aromático de naranja dulce 10 ml,15
1.7,FDX39300,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0539417,1,195,4.5,kombucha de maracuyá 1 L,14
3.43,FDX82930,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04382995,61,412,2.8,incienso de palo santo,12
4.51,FDX63352,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01919346,1,119,2.3,kombucha de maracuyá 1 L,14
2.47,FDX16172,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03514309,100,241,1.2,aceite de jojoba 100 ml,40
4.21,FDX38602,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0505112,120,432,3.5,jabón de caléndula 120 g,13
1.18,FDX40111,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09894477,330,86,3.7,kombucha de maracuyá 330 ml,7
3.86,FDX46224,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01648759,10,407,1.4,óleo aromático de hierba luisa 10 ml,15
2.79,FDX54857,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05157522,10,227,2.4,óleo aromático de molle 10 ml,15
3.48,FDX74027,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04193572,10,441,1.4,óleo aromático de menta piperita 10 ml,20
0.59,FDX88815,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05631918,120,336,2.2,jabón de aguaje 120 g,13
4.89,FDX87360,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03298721,120,323,4.1,jabón de caléndula 120 g,13
2.89,FDX96205,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09062331,90,265,4.2,jabón saponificado de cacao 90 g,13
4.91,FDX69765,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0537414,10,159,4.0,óleo aromático de eucalipto 10 ml,15
1.2,FDX26905,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04044408,30,423,3.4,aceite de aguaje 30 ml,30
2.19,FDX64093,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04954645,10,472,1.7,óleo aromático de matico 10 ml,15
1.05,FDX74946,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08982324,120,375,5.0,jabón de aguaje 120 g,13
